;1_1;1_2;1_3;1_4;1_5;1_6;1_7;1_8;1_9;1_10;1_11;1_12;1_13;1_14;1_16;1_17;1_18;1_21;1_22;2_1;2_2;2_3;2_4;2_5;2_6;2_7;2_8;2_9;2_10;2_11;2_12;2_13;2_14;2_16;2_17;2_18;2_21;2_22;3_1;3_2;3_3;3_4;3_5;3_6;3_7;3_8;3_9;3_10;3_11;3_12;3_13;3_14;3_16;3_17;3_18;3_21;3_22;4_1;4_2;4_3;4_4;4_5;4_6;4_7;4_8;4_9;4_10;4_11;4_12;4_13;4_14;4_16;4_17;4_18;4_21;4_22;5_1;5_2;5_3;5_4;5_5;5_6;5_7;5_8;5_9;5_10;5_11;5_12;5_13;5_14;5_16;5_17;5_18;5_21;5_22;6_1;6_2;6_3;6_4;6_5;6_6;6_7;6_8;6_9;6_10;6_11;6_12;6_13;6_14;6_16;6_17;6_18;6_21;6_22;7_1;7_2;7_3;7_4;7_5;7_6;7_7;7_8;7_9;7_10;7_11;7_12;7_13;7_14;7_16;7_17;7_18;7_21;7_22;8_1;8_2;8_3;8_4;8_5;8_6;8_7;8_8;8_9;8_10;8_11;8_12;8_13;8_14;8_16;8_17;8_18;8_21;8_22;9_1;9_2;9_3;9_4;9_5;9_6;9_7;9_8;9_9;9_10;9_11;9_12;9_13;9_14;9_16;9_17;9_18;9_21;9_22;10_1;10_2;10_3;10_4;10_5;10_6;10_7;10_8;10_9;10_10;10_11;10_12;10_13;10_14;10_16;10_17;10_18;10_21;10_22;11_1;11_2;11_3;11_4;11_5;11_6;11_7;11_8;11_9;11_10;11_11;11_12;11_13;11_14;11_16;11_17;11_18;11_21;11_22;12_1;12_2;12_3;12_4;12_5;12_6;12_7;12_8;12_9;12_10;12_11;12_12;12_13;12_14;12_16;12_17;12_18;12_21;12_22;13_1;13_2;13_3;13_4;13_5;13_6;13_7;13_8;13_9;13_10;13_11;13_12;13_13;13_14;13_16;13_17;13_18;13_21;13_22;14_1;14_2;14_3;14_4;14_5;14_6;14_7;14_8;14_9;14_10;14_11;14_12;14_13;14_14;14_17;14_18;14_22;16_1;16_2;16_3;16_4;16_5;16_6;16_7;16_8;16_9;16_10;16_11;16_12;16_13;16_14;16_16;16_17;16_18;16_22;17_1;17_2;17_3;17_4;17_5;17_6;17_7;17_8;17_9;17_10;17_11;17_12;17_13;17_14;17_16;17_17;17_18;17_21;17_22;18_1;18_2;18_3;18_4;18_5;18_6;18_7;18_8;18_9;18_10;18_11;18_12;18_13;18_14;18_16;18_17;18_18;18_21;18_22;21_1;21_2;21_3;21_4;21_5;21_6;21_7;21_8;21_9;21_10;21_11;21_12;21_13;21_17;21_18;21_22;22_1;22_2;22_3;22_4;22_5;22_6;22_7;22_8;22_9;22_10;22_11;22_12;22_13;22_14;22_16;22_17;22_18;22_21;22_22
202;219453;89123;11220;187120;135356;16382;8635;74210;9687;94551;111294;123242;9859;3045;0;0;700;0;4382;91213;36856;4620;77182;55769;6766;3560;30514;4021;38887;45921;50715;4052;1254;0;0;278;0;1753;13311;5444;666;11435;8263;999;524;4537;599;5693;6752;7513;598;181;0;0;42;0;270;204713;83570;10432;174345;126547;15201;7998;69223;8974;88872;103770;115188;9160;2768;0;0;626;0;4108;155701;63639;7980;132902;96141;11542;6147;52766;6856;67329;78947;87868;7014;2094;0;0;482;0;3112;17431;7106;888;14940;10847;1275;692;5998;765;7595;8883;9939;792;241;0;0;58;0;369;10592;4328;549;9141;6584;787;406;3639;459;4641;5428;6045;478;141;0;0;37;0;211;83584;34222;4269;71435;51716;6140;3263;28203;3672;36306;42312;47232;3746;1132;0;0;253;0;1622;8877;3595;437;7574;5436;663;353;2992;378;3819;4503;5004;396;128;0;0;30;0;175;112968;46249;5888;96111;70078;8368;4436;38188;4945;48828;57389;63381;5083;1477;0;0;334;0;2319;124071;50639;6383;106035;76898;9222;4867;42178;5437;53726;62835;70208;5578;1677;0;0;389;0;2541;147925;60533;7620;126531;91683;10920;5816;50110;6448;64636;74987;83436;6662;1954;0;0;444;0;2947;12683;5196;660;10934;7912;942;508;4346;556;5559;6492;7244;561;163;0;0;41;0;259;2259;922;115;1960;1418;167;91;772;96;1027;1163;1318;109;28;0;9;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;266;32;556;396;44;21;223;26;292;321;374;27;7;0;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8215;3415;433;7121;5229;600;340;2900;357;3628;4204;4824;387;102;0;0;24;0;171
203;481671;184823;21157;344224;223011;42440;7749;130399;7984;156016;208102;218992;15585;0;3518;3108;1069;1341;6146;202085;77421;8751;144416;93733;17876;3300;54815;3336;65625;87417;91771;6519;0;1477;1480;459;559;2600;12231;4645;561;8590;5516;1029;169;3252;193;3864;5208;5546;392;0;84;148;26;38;156;343176;131384;15210;244650;159064;30236;5439;93230;5657;111495;148290;155899;11056;0;2444;1628;805;962;4362;249331;95781;10838;177636;115440;22273;4023;67901;4055;81293;108113;113127;7968;0;1748;1036;640;702;3298;44958;17190;1997;32064;20536;3916;702;12065;755;14403;19440;20283;1442;0;335;74;93;130;566;10909;4186;477;7861;5116;989;171;3002;179;3590;4736;4935;345;0;77;0;27;29;126;151435;58263;6506;107670;70146;13478;2451;41041;2468;49224;65642;68715;4906;0;1075;705;376;420;1982;6746;2574;317;4843;3160;580;106;1837;105;2175;2917;3076;218;0;52;148;13;19;84;173936;66759;7560;123705;80323;15501;2794;47208;2865;56280;75336;78748;5586;0;1247;962;432;490;2270;221032;84761;9650;157610;102084;19453;3567;59777;3638;71496;95266;100265;7159;0;1588;1258;510;615;2812;237638;91439;10264;169601;110538;21102;3900;64740;3899;77492;102940;107880;7659;0;1704;1223;573;653;3081;16821;6483;730;12044;7905;1495;282;4565;277;5502;7262;7686;528;0;124;148;42;46;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1392;493;86;1056;657;110;18;360;23;433;597;621;41;0;10;0;0;10;69560;27676;2368;50172;34558;6512;1406;20533;962;23902;31080;33187;2294;0;370;2701;222;148;1332;1877;723;76;1295;803;174;30;485;32;576;801;822;57;0;15;0;3;6;26;623;229;30;438;260;48;9;154;11;182;259;277;20;0;0;6;11530;4492;456;8238;5360;1036;216;3184;186;3778;5054;5289;376;0;80;0;28;30;153
204;330078;123029;18910;180396;170643;24838;6581;87568;7651;94649;166495;173805;11841;0;3574;704349;960;9;6499;110302;41041;6312;60277;57173;8222;2213;29287;2544;31543;55758;58313;3944;0;1232;229586;312;2;2180;16862;6316;946;9176;8732;1259;344;4495;365;4803;8535;8915;598;0;194;30976;44;0;337;165129;61698;9524;90100;85428;12421;3232;43913;3804;47226;83178;87106;5931;0;1850;353207;469;5;3161;161061;59923;9220;87972;83028;12167;3242;42946;3753;46313;81190;84775;5747;0;1702;338718;479;3;3168;29633;11007;1689;16054;15169;2211;598;7864;685;8488;14923;15407;1041;0;306;61640;91;2;603;6427;2379;360;3568;3286;474;120;1671;156;1854;3245;3418;227;0;65;14409;21;0;135;89666;33279;5097;48737;45998;6742;1817;23653;2132;25784;45244;46841;3198;0;912;189059;278;1;1807;10235;3770;603;5546;5223;789;196;2664;231;2897;5109;5295;370;0;104;24364;33;0;207;106162;39346;6065;57749;54463;8061;2098;28062;2537;30381;53348;55218;3830;0;1091;232319;324;2;2061;153014;57033;8757;83847;79154;11408;3043;40430;3537;43723;77028;80808;5486;0;1714;324725;434;5;2978;149769;55913;8597;82044;77609;11259;2950;39923;3461;43088;75606;79003;5380;0;1673;316311;424;0;2895;11736;4379;678;6394;6085;902;237;3124;268;3333;5911;6162;406;0;131;26192;35;1;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;203;26;275;338;29;15;178;6;144;251;317;14;0;10;0;0;4;598890;230475;39556;328068;315306;45761;11239;160395;10902;163622;305254;321683;20295;0;8015;1284003;1854;0;11643;1479;549;88;806;745;110;27;376;33;417;745;770;52;0;15;2955;3;0;32;804;285;44;420;405;65;16;217;22;245;388;398;28;1603;3;16;6509;2412;367;3639;3360;469;121;1681;145;1891;3310;3473;235;0;76;14005;16;0;120
205;101475;40250;4305;92195;78641;5847;2817;43941;3316;49451;52060;70210;6843;923;655;3795;823;183;7467;41381;16290;1758;37389;31681;2359;1150;17748;1315;19879;21153;28366;2666;371;264;1485;350;68;3028;6068;2405;253;5476;4691;348;173;2583;197;2919;3124;4171;404;56;43;330;54;17;445;80538;31934;3333;73153;62874;4629;2197;35524;2638;39808;41092;55695;5748;769;513;2200;558;110;6068;63424;25334;2554;57771;49455;3664;1692;28261;2076;31524;32305;43771;4662;630;382;1650;404;71;4795;6330;2528;273;5712;4841;351;174;2648;205;3023;3238;4341;408;56;37;275;60;14;440;3046;1203;126;2782;2403;177;78;1339;100;1518;1566;2131;221;30;20;110;22;5;230;31376;12479;1258;28437;24344;1861;832;13861;1041;15584;15918;21548;2337;305;197;990;196;51;2361;2998;1219;125;2724;2334;173;82;1297;91;1457;1527;2053;210;27;18;55;23;3;212;36690;14692;1474;33345;28641;2134;965;16313;1217;18145;18547;25259;2739;372;217;825;233;43;2704;52121;20658;2189;47381;40460;2999;1437;22659;1707;25574;26565;36067;3589;481;338;1540;390;80;3896;59678;23762;2453;54609;46949;3435;1613;26548;1979;29749;30461;41328;4357;599;358;1320;399;62;4493;3530;1497;125;3061;2583;213;78;1504;112;1654;1724;2267;253;40;15;110;19;6;226;430;172;13;380;315;25;9;196;15;201;212;265;29;3;0;1;28;1149;460;49;1019;878;71;32;471;38;547;586;794;77;10;6;110;12;77;21010;8470;935;18865;15675;1210;605;8195;715;9680;11165;14520;1155;165;110;1485;330;55;1320;1883;736;84;1740;1486;102;56;806;61;913;996;1329;119;17;12;0;15;2;142;1170;475;52;1039;874;67;34;450;39;530;613;802;63;110;16;73;4259;1678;153;3890;3395;262;108;1981;152;2262;2110;2995;372;50;27;110;14;5;325
206;266085;121628;14753;181111;160561;16087;3995;108026;5649;107136;125680;156883;24318;0;2156;44011;1190;2986;11535;109782;50086;6074;74198;66191;6770;1744;44652;2327;43903;51747;64807;9941;0;917;18832;472;1245;4551;23937;10727;1378;15633;14079;1469;368;9440;532;9358;11117;13542;2085;0;217;3568;109;251;950;129869;60844;6945;90525;79991;8008;1950;54466;2610;53310;62018;79573;12279;0;973;24506;571;1580;5832;131439;60609;7121;90409;79800;8027;2024;54182;2670;53285;62397;78819;12157;0;959;23330;567;1531;5795;17493;7812;969;11588;10373;1035;277;6940;374;6883;8199;10029;1519;0;147;2943;74;190;700;4765;2060;268;3162;2776;275;66;1802;108;1874;2248;2647;403;0;49;742;25;47;193;87614;40304;4764;59702;53018;5388;1414;35778;1807;35235;41486;52147;7949;0;700;15511;369;1006;3709;6761;3062;369;4632;4130;408;96;2749;136;2753;3206;4034;630;0;63;1090;32;78;290;82664;38517;4422;57450;50715;5077;1246;34445;1667;33670;39411;50181;7777;0;623;14899;361;986;3701;111570;51278;6108;76432;67603;6751;1652;45614;2319;45089;52650;66316;10271;0;882;19110;498;1275;4890;111757;51849;5962;77195;68381;6899;1769;46477;2222;45499;53284;67528;10396;0;819;20998;466;1346;4863;16562;7811;883;11577;10243;1057;269;7059;322;6783;7929;10212;1540;0;98;3119;65;208;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2954;1302;154;2009;1841;175;35;1176;56;1197;1393;1757;294;0;21;518;21;140;26799;11917;1573;16816;15470;1519;422;10485;559;10321;12415;14698;2313;0;161;4656;93;248;1136;1000;479;50;707;633;64;11;435;19;419;477;638;103;0;0;198;3;13;50;1394;657;67;976;869;86;25;602;24;574;675;862;128;334;5;61;4525;2423;216;3540;3005;312;71;2187;84;2019;2260;3233;487;0;14;998;16;71;231
207;27966;8117;537;7660;10038;1918;382;6031;268;3653;9090;7986;937;0;176;4060;113;145;845;9184;2628;184;2564;3277;607;125;1932;85;1201;3022;2608;305;0;66;2320;47;50;277;648;181;10;174;242;39;10;141;6;90;214;193;23;0;6;0;3;3;17;10589;3057;211;2926;3771;697;144;2202;104;1377;3507;2994;347;0;76;2320;55;63;325;9396;2709;168;2543;3321;655;131;2065;89;1218;3039;2661;315;0;50;1160;33;50;280;1400;415;31;381;493;91;17;298;10;180;444;395;46;0;8;0;6;6;40;329;94;5;87;115;25;3;78;4;43;103;93;12;0;0;0;0;2;11;4160;1207;74;1109;1461;304;51;903;35;531;1305;1147;125;0;20;0;14;21;125;206;61;4;50;75;18;2;51;1;28;58;59;7;0;0;0;0;0;4;3931;1135;70;1087;1406;268;53;845;36;496;1291;1113;127;0;26;580;19;21;118;11529;3329;221;3192;4095;774;158;2436;116;1493;3741;3266;383;0;74;2320;52;68;347;6471;1845;112;1703;2341;459;90;1476;63;839;2041;1830;216;0;34;0;15;29;193;722;206;12;192;259;52;9;176;7;97;226;211;21;0;4;0;1;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;80;4;78;114;20;6;66;4;38;100;88;10;0;1;0;0;10;133400;40020;2900;42340;46400;8120;1740;24940;1160;17980;48140;35380;4060;0;1160;167910;1160;1160;4060;361;99;7;99;131;22;6;72;4;45;122;107;13;0;4;0;1;2;12;329;96;7;91;114;22;4;65;4;43;106;93;11;0;2;10;814;234;18;214;294;58;10;176;10;106;262;234;30;0;4;0;2;4;21
209;53301;20643;2726;28311;26331;3351;903;17411;1260;17421;22757;24966;3451;0;339;6859;792;27;555;21213;8128;1077;11402;10583;1288;353;7006;510;7027;9073;10016;1378;0;132;2749;318;6;204;871;331;55;447;452;47;10;277;20;302;363;415;65;0;11;113;14;0;15;22374;8438;1258;11935;11326;1223;298;7324;552;7631;9621;10355;1513;0;161;2818;373;12;231;17814;6697;1033;9599;9045;967;229;5875;440;6111;7693;8315;1222;0;139;2272;293;6;189;5805;2296;261;3117;2813;378;115;1910;134;1836;2475;2753;358;0;30;749;78;5;52;1713;671;78;942;851;109;28;573;41;553;737;831;108;0;8;227;24;0;16;12019;4514;713;6626;6275;610;147;4005;310;4196;5235;5715;844;0;90;1514;215;0;120;702;258;46;378;370;34;7;230;15;252;307;319;51;0;6;86;13;0;8;12009;4493;688;6319;6039;684;167;3904;288;4005;5129;5509;803;0;90;1491;187;4;136;21388;8207;1122;11304;10532;1305;343;6915;503;7021;9045;9923;1395;0;139;2683;326;16;221;18852;7136;1059;10415;9775;999;241;6345;485;6551;8167;8911;1303;0;134;2462;314;0;188;2108;798;122;1122;1073;118;28;686;51;727;900;975;136;0;17;294;33;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;252;22;304;266;54;16;180;12;180;266;268;34;0;3;76;6;7;5567;2115;305;3072;2858;315;77;1906;142;1929;2447;2630;352;0;38;703;90;0;60;189;66;19;92;112;6;0;55;5;83;79;88;18;0;3;24;3;0;3;954;378;33;453;399;79;24;270;18;266;389;402;51;114;9;9;426;180;18;234;216;32;8;150;10;134;184;214;26;0;2;54;6;0;3
298;1136278;431063;29990;874169;656112;58208;23463;309553;50996;345455;449193;517317;66886;11217;7560;0;23696;0;7455;463181;175528;12034;356245;267570;23854;9536;126614;20488;139980;184030;210558;27264;4639;3024;0;9781;0;2971;28822;11093;741;22249;16584;1496;595;7795;1281;8667;11356;13067;1629;252;198;0;579;0;189;1001783;381447;26267;773146;580322;52125;20630;275210;44559;304866;399774;457814;59924;9871;6354;0;21390;0;6517;744820;283327;19647;575354;431056;38552;15374;204015;33338;227003;296303;340495;44490;7353;4830;0;15826;0;4894;76004;28923;1975;58591;44129;3916;1589;20922;3333;22961;30512;34738;4614;790;480;0;1696;0;505;26301;10033;692;20422;15283;1348;528;7170;1196;8071;10408;12108;1547;248;192;0;532;0;172;344919;130748;9131;264686;199171;17704;7152;93961;15379;104705;136708;156927;20374;3478;2322;0;7209;0;2217;45516;17464;1215;35057;26118;2363;916;12397;2016;13840;17938;20709;2546;379;324;0;885;0;271;358781;136951;9546;276082;206840;18602;7340;97973;16048;108811;142189;163290;20886;3384;2472;0;7378;0;2290;527991;200234;13916;406338;305689;27160;10976;144524;23534;160427;209628;241052;31763;5445;3396;0;11329;0;3493;578999;220553;15286;446574;334888;29965;11883;158591;25819;176219;230044;263901;34094;5646;3918;0;12167;0;3744;92962;35594;2505;71940;53984;4820;1951;25630;4238;28616;36925;42968;5565;885;624;0;1968;0;623;12911;4849;372;10033;7511;634;280;3466;645;4088;4923;5986;811;120;0;251;103;1488;534;36;1110;744;54;6;282;60;330;492;444;12;0;15;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36624;13939;981;28370;21334;1864;788;10151;1675;11302;14591;16913;2272;389;234;0;780;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9133;3552;240;7167;5325;474;191;2557;433;2847;3635;4253;543;73;66;0;186;0;55
299;140715;61146;8338;163077;110303;8677;3029;55099;7684;81879;64069;70356;8104;1555;0;115;345;0;4691;62046;26796;3639;71788;48437;3807;1349;24130;3373;35965;28136;30908;3532;666;0;53;159;0;2017;5468;2393;325;6265;4340;332;118;2153;287;3222;2449;2765;332;64;0;3;9;0;195;143841;62308;8763;166753;113936;8748;3101;56618;7816;84894;65022;71709;8615;1652;0;73;240;0;5160;85105;36939;5228;98768;67528;4987;1835;33552;4610;50381;38490;42293;5271;1020;0;41;127;0;3276;10439;4545;604;12060;8261;630;227;4090;566;6104;4684;5217;595;119;0;7;18;0;348;3343;1435;194;3835;2581;205;66;1307;179;1902;1539;1651;196;40;0;4;11;0;115;48446;21110;2917;56092;38208;2930;1033;18915;2662;28399;22048;24146;2885;550;0;35;102;0;1732;7184;3123;441;8368;5694;442;157;2798;378;4278;3245;3579;419;79;0;4;10;0;251;59898;25979;3720;69432;47875;3508;1302;23666;3198;35511;26870;29827;3729;727;0;19;65;0;2318;70274;30560;4129;81212;54614;4424;1497;27287;3839;40681;31878;35065;3940;740;0;59;186;0;2200;66642;28948;3943;77415;52651;4071;1445;26164;3645;39059;30209;33153;3910;754;0;47;141;0;2302;4109;1804;266;4679;3193;233;80;1600;225;2412;1879;2024;253;40;0;2;6;0;154;569;262;40;660;452;25;8;230;33;341;272;278;52;6;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;179;23;505;327;29;8;160;24;248;194;211;21;4;0;0;2;0;10;1248;537;69;1494;977;90;25;483;74;736;573;633;63;12;0;1;3;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;303;65;620;404;12;5;218;29;352;330;278;76;0;0;0;0;0;45
11;86736;40097;2244;41719;24675;7021;954;17674;565;19501;34050;33209;3105;2350;10;47719;1993;0;3713;34129;15753;903;16486;9752;2727;399;6821;216;7664;13368;13182;1239;984;0;18023;778;0;1441;1092;521;28;547;325;84;17;207;5;253;416;433;37;42;0;542;17;0;43;33341;15554;893;16110;9567;2688;379;6754;200;7590;13034;12837;1179;983;0;18399;727;0;1338;19944;9294;531;9693;5671;1585;231;4076;114;4547;7834;7784;720;589;0;10578;428;0;802;8408;3859;212;3972;2374;666;84;1756;56;1886;3316;3173;302;217;0;5040;204;0;345;297;135;7;161;90;27;3;43;2;71;123;115;10;15;0;117;6;0;16;16937;7953;457;8186;4805;1315;206;3403;98;3794;6619;6623;618;459;0;8308;358;0;663;686;318;19;340;207;55;7;151;3;158;273;279;26;19;0;351;22;0;23;17195;8000;451;8250;4869;1370;193;3510;106;3828;6705;6603;609;480;0;9326;388;0;709;33087;15290;872;15946;9393;2641;360;6744;210;7463;12880;12611;1178;910;0;18393;755;0;1358;26005;12094;703;12723;7410;2081;311;5163;147;5893;10251;10011;922;771;0;12977;552;0;1050;2316;1075;67;1161;671;179;29;461;13;535;915;924;78;74;0;1150;48;0;89;986;440;22;457;267;79;9;205;5;224;378;365;30;28;510;21;43;2075;890;40;900;535;185;15;415;15;440;805;710;65;40;10;1275;65;110;58616;27367;1498;27501;16707;4395;648;12857;414;13114;22662;23233;2165;1530;0;32385;1453;0;1959;3428;1536;87;1613;963;277;33;721;17;756;1338;1294;121;83;0;1862;78;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5461;2475;133;2622;1552;469;50;1163;43;1227;2184;2074;197;133;0;3651;149;0;231
13;151525;43207;2733;106475;83800;9922;3924;35792;1219;38021;62175;59498;2083;0;0;19965;793;0;5537;43851;12403;800;30675;24277;2861;1139;10366;363;10926;17874;17248;610;0;0;5824;223;0;1592;1124;306;21;796;595;61;26;249;16;283;447;426;15;0;0;108;6;0;36;110068;31419;1955;77028;60654;7273;2879;25998;868;27616;45156;43142;1520;0;0;14438;587;0;3950;91418;25967;1631;64320;50403;5952;2328;21639;822;23131;37531;36096;1206;0;0;11952;487;0;3392;7710;2195;163;5303;4224;496;197;1861;41;1803;3136;2998;115;0;0;1146;35;0;288;2137;599;51;1444;1170;155;55;530;6;453;831;824;37;0;0;354;8;0;80;33083;9384;626;23127;18111;2139;845;7750;243;8115;13646;12925;444;0;0;4519;175;0;1217;3189;901;40;2276;1722;215;82;757;28;825;1348;1239;38;0;0;375;21;0;119;51241;14670;851;36050;28385;3381;1329;12135;471;13041;21112;20262;680;0;0;6437;280;0;1863;63453;18150;1149;44448;34973;4160;1677;14854;476;15824;25878;24777;896;0;0;8532;330;0;2269;65579;18618;1163;46069;36090;4266;1673;15450;577;16512;26979;25651;876;0;0;8582;351;0;2401;672;180;20;445;384;45;18;181;2;130;244;259;10;0;0;128;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7034;1918;235;4819;3630;422;185;1606;17;1501;2640;2541;117;0;0;1176;17;0;250;860;251;15;592;467;61;25;200;3;206;354;330;14;0;0;130;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8238;2358;139;5875;4558;512;195;1908;81;2187;3431;3274;97;0;0;975;48;0;300
24;1891;142;30;1248;663;106;87;147;28;84;844;411;27;0;0;416;40;0;638;230;15;4;139;76;18;11;17;3;11;96;51;3;0;0;104;4;0;72;32;2;0;22;11;0;2;2;0;1;15;7;0;0;0;0;1;0;14;860;65;12;561;311;30;31;74;11;38;390;178;10;0;0;52;17;0;302;515;38;8;335;171;27;20;42;7;21;230;110;6;0;0;52;10;0;177;328;24;7;208;106;21;16;23;7;12;135;74;7;0;0;52;7;0;101;161;13;2;105;56;12;6;12;2;8;73;35;2;0;0;52;3;0;54;101;7;2;62;34;5;4;6;2;5;41;23;1;0;0;0;2;0;31;34;3;1;23;12;0;2;2;0;1;16;8;0;0;0;0;1;0;14;102;7;2;64;36;9;4;7;2;3;41;23;2;0;0;0;2;0;30;706;54;10;460;245;40;27;59;9;34;300;150;9;0;0;104;14;0;237;395;27;6;264;137;17;17;29;5;16;175;78;5;0;0;0;9;0;138;35;3;1;24;13;0;2;3;1;1;16;8;0;0;0;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2808;208;52;1716;936;312;156;208;52;156;1196;676;52;0;0;1326;52;0;780;22;2;0;17;9;0;1;2;0;1;11;4;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;24;2;242;127;11;10;33;2;18;163;70;2;0;0;52;5;0;120
26;140185;42224;12045;113383;111768;4285;2083;46526;4007;62379;67880;50145;1697;2002;1944;189598;9992;1603;6196;37276;11175;3165;30344;29668;1101;565;12270;1028;16938;17839;13110;407;568;372;43023;2674;432;1677;11805;3585;990;9444;9326;367;174;3867;332;5182;5652;4154;146;162;92;16669;835;136;516;97027;29206;8421;78606;77838;2939;1463;32481;2768;43859;46676;34286;1153;1410;928;128348;7121;1091;4401;100762;30482;8719;81359;80200;3066;1499;33531;2889;44901;48682;35655;1210;1418;1200;135359;7317;1137;4540;4725;1449;398;3810;3751;136;69;1536;140;2116;2255;1676;59;66;56;6338;336;56;206;1627;485;141;1316;1308;50;21;536;46;719;784;590;21;23;10;2639;119;18;74;43574;13230;3783;35009;34639;1354;654;14365;1261;19165;21042;15443;528;588;672;61398;3118;503;1943;3943;1222;343;3187;3126;115;59;1289;105;1792;1876;1326;36;62;20;4475;282;47;182;45741;13662;3998;37129;36903;1352;709;15515;1268;20706;22032;16240;533;663;532;58605;3443;471;2139;72570;21911;6273;58529;57583;2250;1071;24008;2099;32028;34980;25945;878;1018;974;99031;5105;835;3141;55325;16740;4801;44717;44144;1707;803;18387;1659;24356;26790;19701;697;776;666;79400;3911;648;2375;2543;793;214;2023;1998;77;35;832;84;1099;1242;895;28;33;44;3702;179;31;111;1178;332;108;972;988;36;19;432;28;561;572;418;15;15;1776;99;58;15016;4428;1348;11776;11632;488;214;4768;460;5996;7506;5702;212;186;496;26766;956;556;283692;90927;23516;226173;222734;8843;3612;90412;8920;123567;137614;98307;3442;3582;1810;398278;19199;3580;12516;7498;2276;650;5980;5916;225;112;2492;213;3289;3640;2656;85;99;100;10270;528;80;360;2107;618;179;1688;1670;63;31;687;58;957;1020;745;25;2671;151;89;3344;1023;294;2745;2678;100;52;1117;88;1533;1629;1207;33;50;20;3558;234;37;153
37;231540;108416;14838;118160;92621;8289;1844;62357;7692;73876;103985;151223;1947;0;0;49855;11030;2007;15676;105418;49141;6677;53711;42105;3757;831;28341;3530;33668;47283;68703;871;0;0;22333;5006;907;7081;12402;5883;780;6409;5018;422;91;3432;426;4175;5582;8514;104;0;0;2023;602;62;795;118147;55247;7471;60031;47206;4226;936;31652;3887;37586;52951;76672;967;0;0;25882;5582;1036;8029;81034;37965;5182;41279;32385;2921;643;21766;2637;26210;36298;53211;672;0;0;17713;3887;662;5497;9417;4407;618;4796;3709;325;76;2541;310;2909;4221;6103;87;0;0;2150;452;89;645;2242;1053;149;1146;887;80;15;616;68;690;1009;1478;22;0;0;590;112;20;156;60223;28179;3768;30808;24134;2139;464;16110;2013;19342;27032;39420;477;0;0;12772;2813;500;4043;6609;3064;414;3400;2718;236;58;1767;210;2224;2912;4417;57;0;0;1426;325;37;458;45299;21282;2825;23139;18415;1641;360;12158;1451;15225;20170;30121;373;0;0;10804;2241;331;3095;103039;48173;6578;52537;41222;3683;815;27688;3472;33030;46056;67145;857;0;0;20843;4888;855;6891;131392;61607;8086;67333;52614;4687;1012;35280;4298;42504;59015;85905;1036;0;0;28678;6167;1074;8884;3501;1641;216;1809;1368;121;26;963;111;1027;1575;2284;28;0;0;790;159;32;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78854;37013;5537;39701;30482;2764;544;21248;2543;22271;36613;49757;722;0;0;17766;3877;1151;5288;8719;4100;558;4481;3508;302;62;2407;284;2834;3928;5868;73;0;0;1604;406;60;579;4803;2233;338;2434;1888;171;40;1300;173;1419;2185;3076;48;739;230;312;18374;8619;1205;9321;7253;655;144;4957;592;5655;8309;11866;160;0;0;4162;871;188;1225
